College,Branch,Category,Closing_Rank
Al Habeeb College of Engineering,MTECH-CIVIL,BC-A,483
Al Habeeb College of Engineering,MTECH-CIVIL,BC-B,618
Al Habeeb College of Engineering,MTECH-CIVIL,BC-C,603
Al Habeeb College of Engineering,MTECH-CIVIL,BC-D,320
Al Habeeb College of Engineering,MTECH-CIVIL,SC,388
Al Habeeb College of Engineering,MTECH-CIVIL,ST,403
Annamacharya Institute of Technology and Sciences,MTECH-CSE,OC,566
Annamacharya Institute of Technology and Sciences,MTECH-CSE,BC-A,900
Annamacharya Institute of Technology and Sciences,MTECH-CSE,BC-B,828
Annamacharya Institute of Technology and Sciences,MTECH-CSE,BC-C,818
Annamacharya Institute of Technology and Sciences,MTECH-CSE,BC-D,664
Annamacharya Institute of Technology and Sciences,MTECH-CSE,SC,849
Annamacharya Institute of Technology and Sciences,MTECH-CSE,ST,941
Annamacharya Institute of Technology and Sciences,MTECH-ECE,OC,934
Annamacharya Institute of Technology and Sciences,MTECH-ECE,BC-A,1104
Annamacharya Institute of Technology and Sciences,MTECH-ECE,BC-B,855
Annamacharya Institute of Technology and Sciences,MTECH-ECE,BC-C,979
Annamacharya Institute of Technology and Sciences,MTECH-ECE,BC-D,967
Annamacharya Institute of Technology and Sciences,MTECH-ECE,SC,1005
Annamacharya Institute of Technology and Sciences,MTECH-ECE,ST,962
Annamacharya Institute of Technology and Sciences,MTECH-EEE,OC,1058
Annamacharya Institute of Technology and Sciences,MTECH-EEE,BC-A,950
Annamacharya Institute of Technology and Sciences,MTECH-EEE,BC-B,1131
Annamacharya Institute of Technology and Sciences,MTECH-EEE,BC-C,1076
Annamacharya Institute of Technology and Sciences,MTECH-EEE,BC-D,851
Annamacharya Institute of Technology and Sciences,MTECH-EEE,SC,1033
Annamacharya Institute of Technology and Sciences,MTECH-EEE,ST,1185
Annamacharya Institute of Technology and Sciences,MTECH-MECH,OC,717
Annamacharya Institute of Technology and Sciences,MTECH-MECH,BC-A,720
Annamacharya Institute of Technology and Sciences,MTECH-MECH,BC-B,888
Annamacharya Institute of Technology and Sciences,MTECH-MECH,BC-C,906
Annamacharya Institute of Technology and Sciences,MTECH-MECH,BC-D,903
Annamacharya Institute of Technology and Sciences,MTECH-MECH,SC,536
Annamacharya Institute of Technology and Sciences,MTECH-MECH,ST,676
Annamacharya Institute of Technology and Sciences,MTECH-CIVIL,OC,720
Annamacharya Institute of Technology and Sciences,MTECH-CIVIL,BC-A,902
Annamacharya Institute of Technology and Sciences,MTECH-CIVIL,BC-B,1090
Annamacharya Institute of Technology and Sciences,MTECH-CIVIL,BC-C,1035
Annamacharya Institute of Technology and Sciences,MTECH-CIVIL,BC-D,963
Annamacharya Institute of Technology and Sciences,MTECH-CIVIL,SC,908
Annamacharya Institute of Technology and Sciences,MTECH-CIVIL,ST,1013
Aradhana Engineering College,MTECH-CSE,OC,1543
Aradhana Engineering College,MTECH-CSE,BC-A,1342
Aradhana Engineering College,MTECH-CSE,BC-B,1354
Aradhana Engineering College,MTECH-CSE,BC-C,1471
Aradhana Engineering College,MTECH-CSE,BC-D,1376
Aradhana Engineering College,MTECH-CSE,SC,1323
Aradhana Engineering College,MTECH-CSE,ST,1436
Aradhana Engineering College,MTECH-ECE,OC,1371
Aradhana Engineering College,MTECH-ECE,BC-A,1483
Aradhana Engineering College,MTECH-ECE,BC-B,1294
Aradhana Engineering College,MTECH-ECE,BC-C,1533
Aradhana Engineering College,MTECH-ECE,BC-D,1536
Aradhana Engineering College,MTECH-ECE,SC,1430
Aradhana Engineering College,MTECH-ECE,ST,1458
Aradhana Engineering College,MTECH-EEE,OC,1585
Aradhana Engineering College,MTECH-EEE,BC-A,1642
Aradhana Engineering College,MTECH-EEE,BC-B,1795
Aradhana Engineering College,MTECH-EEE,BC-C,1770
Aradhana Engineering College,MTECH-EEE,BC-D,1335
Aradhana Engineering College,MTECH-EEE,SC,1700
Aradhana Engineering College,MTECH-EEE,ST,1415
Aradhana Engineering College,MTECH-MECH,OC,1179
Aradhana Engineering College,MTECH-MECH,BC-A,1445
Aradhana Engineering College,MTECH-MECH,BC-B,1251
Aradhana Engineering College,MTECH-MECH,BC-C,1379
Aradhana Engineering College,MTECH-MECH,BC-D,1321
Aradhana Engineering College,MTECH-MECH,SC,1396
Aradhana Engineering College,MTECH-MECH,ST,1231
Aradhana Engineering College,MTECH-CIVIL,OC,1542
Aradhana Engineering College,MTECH-CIVIL,BC-A,1514
Aradhana Engineering College,MTECH-CIVIL,BC-B,1701
Aradhana Engineering College,MTECH-CIVIL,BC-C,1824
Aradhana Engineering College,MTECH-CIVIL,BC-D,1570
Aradhana Engineering College,MTECH-CIVIL,SC,1513
Aradhana Engineering College,MTECH-CIVIL,ST,1451
Arunodaya College of Engineering,MTECH-CSE,OC,1589
Arunodaya College of Engineering,MTECH-CSE,BC-A,1658
Arunodaya College of Engineering,MTECH-CSE,BC-B,1770
Arunodaya College of Engineering,MTECH-CSE,BC-C,1883
Arunodaya College of Engineering,MTECH-CSE,BC-D,1722
Arunodaya College of Engineering,MTECH-CSE,SC,1676
Arunodaya College of Engineering,MTECH-CSE,ST,1520
Arunodaya College of Engineering,MTECH-ECE,OC,1531
Arunodaya College of Engineering,MTECH-ECE,BC-A,1372
Arunodaya College of Engineering,MTECH-ECE,BC-B,1555
Arunodaya College of Engineering,MTECH-ECE,BC-C,1648
Arunodaya College of Engineering,MTECH-ECE,BC-D,1838
Arunodaya College of Engineering,MTECH-ECE,SC,1485
Arunodaya College of Engineering,MTECH-ECE,ST,1372
Arunodaya College of Engineering,MTECH-EEE,OC,1776
Arunodaya College of Engineering,MTECH-EEE,BC-A,1514
Arunodaya College of Engineering,MTECH-EEE,BC-B,1793
Arunodaya College of Engineering,MTECH-EEE,BC-C,1519
Arunodaya College of Engineering,MTECH-EEE,BC-D,1723
Arunodaya College of Engineering,MTECH-EEE,SC,1475
Arunodaya College of Engineering,MTECH-EEE,ST,1840
Arunodaya College of Engineering,MTECH-MECH,OC,1519
Arunodaya College of Engineering,MTECH-MECH,BC-A,1990
Arunodaya College of Engineering,MTECH-MECH,BC-B,1586
Arunodaya College of Engineering,MTECH-MECH,BC-C,1725
Arunodaya College of Engineering,MTECH-MECH,BC-D,1599
Arunodaya College of Engineering,MTECH-MECH,SC,1795
Arunodaya College of Engineering,MTECH-MECH,ST,1909
Arunodaya College of Engineering,MTECH-CIVIL,OC,1422
Arunodaya College of Engineering,MTECH-CIVIL,BC-A,1520
Arunodaya College of Engineering,MTECH-CIVIL,BC-B,1776
Arunodaya College of Engineering,MTECH-CIVIL,BC-C,1612
Arunodaya College of Engineering,MTECH-CIVIL,BC-D,1765
Arunodaya College of Engineering,MTECH-CIVIL,SC,1698
Arunodaya College of Engineering,MTECH-CIVIL,ST,1391
Aurora Engineering College,MTECH-CSE,OC,971
Aurora Engineering College,MTECH-CSE,BC-A,1278
Aurora Engineering College,MTECH-CSE,BC-B,1108
Aurora Engineering College,MTECH-CSE,BC-C,1222
Aurora Engineering College,MTECH-CSE,BC-D,931
Aurora Engineering College,MTECH-CSE,SC,1106
Aurora Engineering College,MTECH-CSE,ST,1391
Aurora Engineering College,MTECH-ECE,OC,1087
Aurora Engineering College,MTECH-ECE,BC-A,1415
Aurora Engineering College,MTECH-ECE,BC-B,1257
Aurora Engineering College,MTECH-ECE,BC-C,1119
Aurora Engineering College,MTECH-ECE,BC-D,1359
Aurora Engineering College,MTECH-ECE,SC,1408
Aurora Engineering College,MTECH-ECE,ST,1329
Aurora Engineering College,MTECH-EEE,OC,1416
Aurora Engineering College,MTECH-EEE,BC-A,1263
Aurora Engineering College,MTECH-EEE,BC-B,1525
Aurora Engineering College,MTECH-EEE,BC-C,1234
Aurora Engineering College,MTECH-EEE,BC-D,1373
Aurora Engineering College,MTECH-EEE,SC,1428
Aurora Engineering College,MTECH-EEE,ST,1254
Aurora Engineering College,MTECH-MECH,OC,1315
Aurora Engineering College,MTECH-MECH,BC-A,1312
Aurora Engineering College,MTECH-MECH,BC-B,1013
Aurora Engineering College,MTECH-MECH,BC-C,966
Aurora Engineering College,MTECH-MECH,BC-D,1044
Aurora Engineering College,MTECH-MECH,SC,1033
Aurora Engineering College,MTECH-MECH,ST,1031
Aurora Engineering College,MTECH-CIVIL,OC,1449
Aurora Engineering College,MTECH-CIVIL,BC-A,1311
Aurora Engineering College,MTECH-CIVIL,BC-B,1513
Aurora Engineering College,MTECH-CIVIL,BC-C,1611
Aurora Engineering College,MTECH-CIVIL,BC-D,1505
Aurora Engineering College,MTECH-CIVIL,SC,1196
Aurora Engineering College,MTECH-CIVIL,ST,1412
Bhoj Reddy Engineering College,MTECH-CSE,OC,943
Bhoj Reddy Engineering College,MTECH-CSE,BC-A,823
Bhoj Reddy Engineering College,MTECH-CSE,BC-B,1003
Bhoj Reddy Engineering College,MTECH-CSE,BC-C,547
Bhoj Reddy Engineering College,MTECH-CSE,BC-D,689
Bhoj Reddy Engineering College,MTECH-CSE,SC,774
Bhoj Reddy Engineering College,MTECH-CSE,ST,559
Bhoj Reddy Engineering College,MTECH-ECE,OC,942
Bhoj Reddy Engineering College,MTECH-ECE,BC-A,870
Bhoj Reddy Engineering College,MTECH-ECE,BC-B,1255
Bhoj Reddy Engineering College,MTECH-ECE,BC-C,1098
Bhoj Reddy Engineering College,MTECH-ECE,BC-D,950
Bhoj Reddy Engineering College,MTECH-ECE,SC,1178
Bhoj Reddy Engineering College,MTECH-ECE,ST,842
Bhoj Reddy Engineering College,MTECH-EEE,OC,1096
Bhoj Reddy Engineering College,MTECH-EEE,BC-A,815
Bhoj Reddy Engineering College,MTECH-EEE,BC-B,1087
Bhoj Reddy Engineering College,MTECH-EEE,BC-C,1070
Bhoj Reddy Engineering College,MTECH-EEE,BC-D,890
Bhoj Reddy Engineering College,MTECH-EEE,SC,1091
Bhoj Reddy Engineering College,MTECH-EEE,ST,886
Bhoj Reddy Engineering College,MTECH-MECH,OC,751
Bhoj Reddy Engineering College,MTECH-MECH,BC-A,762
Bhoj Reddy Engineering College,MTECH-MECH,BC-B,705
Bhoj Reddy Engineering College,MTECH-MECH,BC-C,1067
Bhoj Reddy Engineering College,MTECH-MECH,BC-D,820
Bhoj Reddy Engineering College,MTECH-MECH,SC,950
Bhoj Reddy Engineering College,MTECH-MECH,ST,677
Bhoj Reddy Engineering College,MTECH-CIVIL,OC,868
Bhoj Reddy Engineering College,MTECH-CIVIL,BC-A,993
Bhoj Reddy Engineering College,MTECH-CIVIL,BC-B,1113
Bhoj Reddy Engineering College,MTECH-CIVIL,BC-C,1073
Bhoj Reddy Engineering College,MTECH-CIVIL,BC-D,944
Bhoj Reddy Engineering College,MTECH-CIVIL,SC,1128
Bhoj Reddy Engineering College,MTECH-CIVIL,ST,884
Christu Jyothi Institute of Technology,MTECH-CSE,OC,1916
Christu Jyothi Institute of Technology,MTECH-CSE,BC-A,1596
Christu Jyothi Institute of Technology,MTECH-CSE,BC-B,1906
Christu Jyothi Institute of Technology,MTECH-CSE,BC-C,1579
Christu Jyothi Institute of Technology,MTECH-CSE,BC-D,1936
Christu Jyothi Institute of Technology,MTECH-CSE,SC,1929
Christu Jyothi Institute of Technology,MTECH-CSE,ST,1791
Christu Jyothi Institute of Technology,MTECH-ECE,OC,1567
Christu Jyothi Institute of Technology,MTECH-ECE,BC-A,1712
Christu Jyothi Institute of Technology,MTECH-ECE,BC-B,1592
Christu Jyothi Institute of Technology,MTECH-ECE,BC-C,1684
Christu Jyothi Institute of Technology,MTECH-ECE,BC-D,1686
Christu Jyothi Institute of Technology,MTECH-ECE,SC,1667
Christu Jyothi Institute of Technology,MTECH-ECE,ST,1947
Christu Jyothi Institute of Technology,MTECH-EEE,OC,2079
Christu Jyothi Institute of Technology,MTECH-EEE,BC-A,1640
Christu Jyothi Institute of Technology,MTECH-EEE,BC-B,1694
Christu Jyothi Institute of Technology,MTECH-EEE,BC-C,1870
Christu Jyothi Institute of Technology,MTECH-EEE,BC-D,2060
Christu Jyothi Institute of Technology,MTECH-EEE,SC,2113
Christu Jyothi Institute of Technology,MTECH-EEE,ST,1753
Christu Jyothi Institute of Technology,MTECH-MECH,OC,1585
Christu Jyothi Institute of Technology,MTECH-MECH,BC-A,1814
Christu Jyothi Institute of Technology,MTECH-MECH,BC-B,1556
Christu Jyothi Institute of Technology,MTECH-MECH,BC-C,1625
Christu Jyothi Institute of Technology,MTECH-MECH,BC-D,1721
Christu Jyothi Institute of Technology,MTECH-MECH,SC,1530
Christu Jyothi Institute of Technology,MTECH-MECH,ST,1886
Christu Jyothi Institute of Technology,MTECH-CIVIL,OC,1762
Christu Jyothi Institute of Technology,MTECH-CIVIL,BC-A,1728
Christu Jyothi Institute of Technology,MTECH-CIVIL,BC-B,1931
Christu Jyothi Institute of Technology,MTECH-CIVIL,BC-C,1898
Christu Jyothi Institute of Technology,MTECH-CIVIL,BC-D,1685
Christu Jyothi Institute of Technology,MTECH-CIVIL,SC,1763
Christu Jyothi Institute of Technology,MTECH-CIVIL,ST,1678
Dr VRK Women’s Engineering College,MTECH-CSE,OC,1012
Dr VRK Women’s Engineering College,MTECH-CSE,BC-A,820
Dr VRK Women’s Engineering College,MTECH-CSE,BC-B,760
Dr VRK Women’s Engineering College,MTECH-CSE,BC-C,683
Dr VRK Women’s Engineering College,MTECH-CSE,BC-D,773
Dr VRK Women’s Engineering College,MTECH-CSE,SC,978
Dr VRK Women’s Engineering College,MTECH-CSE,ST,970
Dr VRK Women’s Engineering College,MTECH-ECE,OC,794
Dr VRK Women’s Engineering College,MTECH-ECE,BC-A,865
Dr VRK Women’s Engineering College,MTECH-ECE,BC-B,756
Dr VRK Women’s Engineering College,MTECH-ECE,BC-C,940
Dr VRK Women’s Engineering College,MTECH-ECE,BC-D,812
Dr VRK Women’s Engineering College,MTECH-ECE,SC,728
Dr VRK Women’s Engineering College,MTECH-ECE,ST,833
Dr VRK Women’s Engineering College,MTECH-EEE,OC,823
Dr VRK Women’s Engineering College,MTECH-EEE,BC-A,722
Dr VRK Women’s Engineering College,MTECH-EEE,BC-B,1016
Dr VRK Women’s Engineering College,MTECH-EEE,BC-C,853
Dr VRK Women’s Engineering College,MTECH-EEE,BC-D,1150
Dr VRK Women’s Engineering College,MTECH-EEE,SC,735
Dr VRK Women’s Engineering College,MTECH-EEE,ST,953
Dr VRK Women’s Engineering College,MTECH-MECH,OC,928
Dr VRK Women’s Engineering College,MTECH-MECH,BC-A,615
Dr VRK Women’s Engineering College,MTECH-MECH,BC-B,481
Dr VRK Women’s Engineering College,MTECH-MECH,BC-C,646
Dr VRK Women’s Engineering College,MTECH-MECH,BC-D,443
Dr VRK Women’s Engineering College,MTECH-MECH,SC,544
Dr VRK Women’s Engineering College,MTECH-MECH,ST,459
Dr VRK Women’s Engineering College,MTECH-CIVIL,OC,938
Dr VRK Women’s Engineering College,MTECH-CIVIL,BC-A,669
Dr VRK Women’s Engineering College,MTECH-CIVIL,BC-B,496
Dr VRK Women’s Engineering College,MTECH-CIVIL,BC-C,468
Dr VRK Women’s Engineering College,MTECH-CIVIL,BC-D,627
Dr VRK Women’s Engineering College,MTECH-CIVIL,SC,641
Dr VRK Women’s Engineering College,MTECH-CIVIL,ST,745
Global Institute of Engineering,MTECH-CSE,OC,1152
Global Institute of Engineering,MTECH-CSE,BC-A,1121
Global Institute of Engineering,MTECH-CSE,BC-B,1137
Global Institute of Engineering,MTECH-CSE,BC-C,817
Global Institute of Engineering,MTECH-CSE,BC-D,1175
Global Institute of Engineering,MTECH-CSE,SC,825
Global Institute of Engineering,MTECH-CSE,ST,987
Global Institute of Engineering,MTECH-ECE,OC,1223
Global Institute of Engineering,MTECH-ECE,BC-A,1155
Global Institute of Engineering,MTECH-ECE,BC-B,1213
Global Institute of Engineering,MTECH-ECE,BC-C,1137
Global Institute of Engineering,MTECH-ECE,BC-D,973
Global Institute of Engineering,MTECH-ECE,SC,1228
Global Institute of Engineering,MTECH-ECE,ST,839
Global Institute of Engineering,MTECH-EEE,OC,753
Global Institute of Engineering,MTECH-EEE,BC-A,641
Global Institute of Engineering,MTECH-EEE,BC-B,658
Global Institute of Engineering,MTECH-EEE,BC-C,891
Global Institute of Engineering,MTECH-EEE,BC-D,771
Global Institute of Engineering,MTECH-EEE,SC,836
Global Institute of Engineering,MTECH-EEE,ST,985
Global Institute of Engineering,MTECH-MECH,OC,1035
Global Institute of Engineering,MTECH-MECH,BC-A,829
Global Institute of Engineering,MTECH-MECH,BC-B,843
Global Institute of Engineering,MTECH-MECH,BC-C,834
Global Institute of Engineering,MTECH-MECH,BC-D,886
Global Institute of Engineering,MTECH-MECH,SC,816
Global Institute of Engineering,MTECH-MECH,ST,758
Global Institute of Engineering,MTECH-CIVIL,OC,750
Global Institute of Engineering,MTECH-CIVIL,BC-A,984
Global Institute of Engineering,MTECH-CIVIL,BC-B,965
Global Institute of Engineering,MTECH-CIVIL,BC-C,1034
Global Institute of Engineering,MTECH-CIVIL,BC-D,693
Global Institute of Engineering,MTECH-CIVIL,SC,1016
Global Institute of Engineering,MTECH-CIVIL,ST,1065
Hasvita Institute of Engineering,MTECH-CSE,OC,1351
Hasvita Institute of Engineering,MTECH-CSE,BC-A,945
Hasvita Institute of Engineering,MTECH-CSE,BC-B,958
Hasvita Institute of Engineering,MTECH-CSE,BC-C,1439
Hasvita Institute of Engineering,MTECH-CSE,BC-D,982
Hasvita Institute of Engineering,MTECH-CSE,SC,971
Hasvita Institute of Engineering,MTECH-CSE,ST,1363
Hasvita Institute of Engineering,MTECH-ECE,OC,1118
Hasvita Institute of Engineering,MTECH-ECE,BC-A,1039
Hasvita Institute of Engineering,MTECH-ECE,BC-B,909
Hasvita Institute of Engineering,MTECH-ECE,BC-C,1148
Hasvita Institute of Engineering,MTECH-ECE,BC-D,1280
Hasvita Institute of Engineering,MTECH-ECE,SC,1068
Hasvita Institute of Engineering,MTECH-ECE,ST,1035
Hasvita Institute of Engineering,MTECH-EEE,OC,1190
Hasvita Institute of Engineering,MTECH-EEE,BC-A,1322
Hasvita Institute of Engineering,MTECH-EEE,BC-B,1118
Hasvita Institute of Engineering,MTECH-EEE,BC-C,1177
Hasvita Institute of Engineering,MTECH-EEE,BC-D,1273
Hasvita Institute of Engineering,MTECH-EEE,SC,1428
Hasvita Institute of Engineering,MTECH-EEE,ST,1286
Hasvita Institute of Engineering,MTECH-MECH,OC,1351
Hasvita Institute of Engineering,MTECH-MECH,BC-A,1155
Hasvita Institute of Engineering,MTECH-MECH,BC-B,1290
Hasvita Institute of Engineering,MTECH-MECH,BC-C,959
Hasvita Institute of Engineering,MTECH-MECH,BC-D,1256
Hasvita Institute of Engineering,MTECH-MECH,SC,1130
Hasvita Institute of Engineering,MTECH-MECH,ST,1328
Hasvita Institute of Engineering,MTECH-CIVIL,OC,1371
Hasvita Institute of Engineering,MTECH-CIVIL,BC-A,1311
Hasvita Institute of Engineering,MTECH-CIVIL,BC-B,1435
Hasvita Institute of Engineering,MTECH-CIVIL,BC-C,1243
Hasvita Institute of Engineering,MTECH-CIVIL,BC-D,1455
Hasvita Institute of Engineering,MTECH-CIVIL,SC,1294
Hasvita Institute of Engineering,MTECH-CIVIL,ST,1287
Hi-Tech Engineering College,MTECH-CSE,OC,1760
Hi-Tech Engineering College,MTECH-CSE,BC-A,1624
Hi-Tech Engineering College,MTECH-CSE,BC-B,1855
Hi-Tech Engineering College,MTECH-CSE,BC-C,1811
Hi-Tech Engineering College,MTECH-CSE,BC-D,1839
Hi-Tech Engineering College,MTECH-CSE,SC,1598
Hi-Tech Engineering College,MTECH-CSE,ST,1857
Hi-Tech Engineering College,MTECH-ECE,OC,1873
Hi-Tech Engineering College,MTECH-ECE,BC-A,1639
Hi-Tech Engineering College,MTECH-ECE,BC-B,1719
Hi-Tech Engineering College,MTECH-ECE,BC-C,1800
Hi-Tech Engineering College,MTECH-ECE,BC-D,1536
Hi-Tech Engineering College,MTECH-ECE,SC,1743
Hi-Tech Engineering College,MTECH-ECE,ST,1821
Hi-Tech Engineering College,MTECH-EEE,OC,1810
Hi-Tech Engineering College,MTECH-EEE,BC-A,1956
Hi-Tech Engineering College,MTECH-EEE,BC-B,1899
Hi-Tech Engineering College,MTECH-EEE,BC-C,1850
Hi-Tech Engineering College,MTECH-EEE,BC-D,1682
Hi-Tech Engineering College,MTECH-EEE,SC,1711
Hi-Tech Engineering College,MTECH-EEE,ST,2114
Hi-Tech Engineering College,MTECH-MECH,OC,1918
Hi-Tech Engineering College,MTECH-MECH,BC-A,1491
Hi-Tech Engineering College,MTECH-MECH,BC-B,1930
Hi-Tech Engineering College,MTECH-MECH,BC-C,1585
Hi-Tech Engineering College,MTECH-MECH,BC-D,1630
Hi-Tech Engineering College,MTECH-MECH,SC,1730
Hi-Tech Engineering College,MTECH-MECH,ST,1951
Hi-Tech Engineering College,MTECH-CIVIL,OC,1858
Hi-Tech Engineering College,MTECH-CIVIL,BC-A,1951
Hi-Tech Engineering College,MTECH-CIVIL,BC-B,1605
Hi-Tech Engineering College,MTECH-CIVIL,BC-C,1979
Hi-Tech Engineering College,MTECH-CIVIL,BC-D,1631
Hi-Tech Engineering College,MTECH-CIVIL,SC,1705
Hi-Tech Engineering College,MTECH-CIVIL,ST,1732
Jyothishmathi Institute of Technology,MTECH-CSE,OC,1085
Jyothishmathi Institute of Technology,MTECH-CSE,BC-A,1032
Jyothishmathi Institute of Technology,MTECH-CSE,BC-B,962
Jyothishmathi Institute of Technology,MTECH-CSE,BC-C,1296
Jyothishmathi Institute of Technology,MTECH-CSE,BC-D,992
Jyothishmathi Institute of Technology,MTECH-CSE,SC,1168
Jyothishmathi Institute of Technology,MTECH-CSE,ST,1069
Jyothishmathi Institute of Technology,MTECH-ECE,OC,1181
Jyothishmathi Institute of Technology,MTECH-ECE,BC-A,1402
Jyothishmathi Institute of Technology,MTECH-ECE,BC-B,1298
Jyothishmathi Institute of Technology,MTECH-ECE,BC-C,1109
Jyothishmathi Institute of Technology,MTECH-ECE,BC-D,1289
Jyothishmathi Institute of Technology,MTECH-ECE,SC,1505
Jyothishmathi Institute of Technology,MTECH-ECE,ST,1054
Jyothishmathi Institute of Technology,MTECH-EEE,OC,1357
Jyothishmathi Institute of Technology,MTECH-EEE,BC-A,1071
Jyothishmathi Institute of Technology,MTECH-EEE,BC-B,1401
Jyothishmathi Institute of Technology,MTECH-EEE,BC-C,1178
Jyothishmathi Institute of Technology,MTECH-EEE,BC-D,1079
Jyothishmathi Institute of Technology,MTECH-EEE,SC,1115
Jyothishmathi Institute of Technology,MTECH-EEE,ST,1410
Jyothishmathi Institute of Technology,MTECH-MECH,OC,1176
Jyothishmathi Institute of Technology,MTECH-MECH,BC-A,1352
Jyothishmathi Institute of Technology,MTECH-MECH,BC-B,1392
Jyothishmathi Institute of Technology,MTECH-MECH,BC-C,1136
Jyothishmathi Institute of Technology,MTECH-MECH,BC-D,1006
Jyothishmathi Institute of Technology,MTECH-MECH,SC,1275
Jyothishmathi Institute of Technology,MTECH-MECH,ST,1053
Jyothishmathi Institute of Technology,MTECH-CIVIL,OC,1365
Jyothishmathi Institute of Technology,MTECH-CIVIL,BC-A,1271
Jyothishmathi Institute of Technology,MTECH-CIVIL,BC-B,1391
Jyothishmathi Institute of Technology,MTECH-CIVIL,BC-C,1473
Jyothishmathi Institute of Technology,MTECH-CIVIL,BC-D,1108
Jyothishmathi Institute of Technology,MTECH-CIVIL,SC,999
Jyothishmathi Institute of Technology,MTECH-CIVIL,ST,1309
Keshav Memorial Engineering College,MTECH-CSE,OC,1282
Keshav Memorial Engineering College,MTECH-CSE,BC-A,1249
Keshav Memorial Engineering College,MTECH-CSE,BC-B,1143
Keshav Memorial Engineering College,MTECH-CSE,BC-C,1096
Keshav Memorial Engineering College,MTECH-CSE,BC-D,1479
Keshav Memorial Engineering College,MTECH-CSE,SC,1324
Keshav Memorial Engineering College,MTECH-CSE,ST,1062
Keshav Memorial Engineering College,MTECH-ECE,OC,1625
Keshav Memorial Engineering College,MTECH-ECE,BC-A,1141
Keshav Memorial Engineering College,MTECH-ECE,BC-B,1412
Keshav Memorial Engineering College,MTECH-ECE,BC-C,1560
Keshav Memorial Engineering College,MTECH-ECE,BC-D,1445
Keshav Memorial Engineering College,MTECH-ECE,SC,1383
Keshav Memorial Engineering College,MTECH-ECE,ST,1298
Keshav Memorial Engineering College,MTECH-EEE,OC,1066
Keshav Memorial Engineering College,MTECH-EEE,BC-A,1175
Keshav Memorial Engineering College,MTECH-EEE,BC-B,1365
Keshav Memorial Engineering College,MTECH-EEE,BC-C,1342
Keshav Memorial Engineering College,MTECH-EEE,BC-D,1262
Keshav Memorial Engineering College,MTECH-EEE,SC,1372
Keshav Memorial Engineering College,MTECH-EEE,ST,1525
Keshav Memorial Engineering College,MTECH-MECH,OC,983
Keshav Memorial Engineering College,MTECH-MECH,BC-A,1025
Keshav Memorial Engineering College,MTECH-MECH,BC-B,1268
Keshav Memorial Engineering College,MTECH-MECH,BC-C,987
Keshav Memorial Engineering College,MTECH-MECH,BC-D,1386
Keshav Memorial Engineering College,MTECH-MECH,SC,1398
Keshav Memorial Engineering College,MTECH-MECH,ST,1058
Keshav Memorial Engineering College,MTECH-CIVIL,OC,1074
Keshav Memorial Engineering College,MTECH-CIVIL,BC-A,1264
Keshav Memorial Engineering College,MTECH-CIVIL,BC-B,959
Keshav Memorial Engineering College,MTECH-CIVIL,BC-C,1000
Keshav Memorial Engineering College,MTECH-CIVIL,BC-D,1170
Keshav Memorial Engineering College,MTECH-CIVIL,SC,1029
Keshav Memorial Engineering College,MTECH-CIVIL,ST,1155
Kommuri Pratap Reddy Institute of Technology,MTECH-CSE,OC,1441
Kommuri Pratap Reddy Institute of Technology,MTECH-CSE,BC-A,1585
Kommuri Pratap Reddy Institute of Technology,MTECH-CSE,BC-B,1649
Kommuri Pratap Reddy Institute of Technology,MTECH-CSE,BC-C,1595
Kommuri Pratap Reddy Institute of Technology,MTECH-CSE,BC-D,1601
Kommuri Pratap Reddy Institute of Technology,MTECH-CSE,SC,1630
Kommuri Pratap Reddy Institute of Technology,MTECH-CSE,ST,1216
Kommuri Pratap Reddy Institute of Technology,MTECH-ECE,OC,1581
Kommuri Pratap Reddy Institute of Technology,MTECH-ECE,BC-A,1414
Kommuri Pratap Reddy Institute of Technology,MTECH-ECE,BC-B,1442
Kommuri Pratap Reddy Institute of Technology,MTECH-ECE,BC-C,1459
Kommuri Pratap Reddy Institute of Technology,MTECH-ECE,BC-D,1489
Kommuri Pratap Reddy Institute of Technology,MTECH-ECE,SC,1697
Kommuri Pratap Reddy Institute of Technology,MTECH-ECE,ST,1703
Kommuri Pratap Reddy Institute of Technology,MTECH-EEE,OC,1370
Kommuri Pratap Reddy Institute of Technology,MTECH-EEE,BC-A,1390
Kommuri Pratap Reddy Institute of Technology,MTECH-EEE,BC-B,1510
Kommuri Pratap Reddy Institute of Technology,MTECH-EEE,BC-C,1740
Kommuri Pratap Reddy Institute of Technology,MTECH-EEE,BC-D,1466
Kommuri Pratap Reddy Institute of Technology,MTECH-EEE,SC,1557
Kommuri Pratap Reddy Institute of Technology,MTECH-EEE,ST,1616
Kommuri Pratap Reddy Institute of Technology,MTECH-MECH,OC,1311
Kommuri Pratap Reddy Institute of Technology,MTECH-MECH,BC-A,1229
Kommuri Pratap Reddy Institute of Technology,MTECH-MECH,BC-B,1362
Kommuri Pratap Reddy Institute of Technology,MTECH-MECH,BC-C,1482
Kommuri Pratap Reddy Institute of Technology,MTECH-MECH,BC-D,1322
Kommuri Pratap Reddy Institute of Technology,MTECH-MECH,SC,1387
Kommuri Pratap Reddy Institute of Technology,MTECH-MECH,ST,1599
Kommuri Pratap Reddy Institute of Technology,MTECH-CIVIL,OC,1286
