Institute Name,Branch Code,OC BOYS,OC GIRLS,"BC_A BOYS","BC_A GIRLS","BC_B BOYS","BC_B GIRLS","BC_C BOYS","BC_C GIRLS","BC_D BOYS","BC_D GIRLS","BC_E BOYS","BC_E GIRLS","SC BOYS","SC GIRLS","ST BOYS","ST GIRLS","EWS BOYS","EWS GIRLS"
BRILLIANT INSTT OF ENGG AND TECHNOLOGY,CSM,109164,109164,109164,109164,109164,140388,109164,109164,131547,131547,133374,133374,129038,155494,132262,132262,124382,138109
ABDULKALAM INST OF TECHNOLOGY AND SCI,MIN,111932,111932,111932,111932,111932,111932,111932,111932,111932,111932,134249,134249,151055,151640,128935,149974,111932,111932
GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),CIV,112776,112776,112776,112776,112776,112776,112776,112776,156597,156597,112776,112776,155274,155274,118878,153961,112776,112776
VIJAYA RURAL ENGINEERING COLLEGE,EEE,112818,112818,112818,112818,112818,112818,112818,112818,112818,112818,112818,112818,112818,120828,112818,112818,112818,112818
AVANTHI INST OF ENGG AND TECHNOLOGY,CSM,112905,112905,136722,142098,137276,140656,123500,123500,138852,138852,133491,133491,132085,132085,130749,153302,139433,139433
SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,ECE,113435,113435,113435,117405,113435,113435,113435,113435,114743,114743,120300,146684,134676,142421,140243,140243,128420,136374
MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,ECE,114447,153847,156264,156264,114447,153847,114447,153847,114447,153847,114447,153847,152065,153847,149909,153847,114447,153847
JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MEC,116276,116276,116276,116276,116276,116276,116276,116276,116276,116276,116276,116276,116276,116276,116276,116276,116276,116276
BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,ECE,116646,141060,146191,146191,144300,145985,116646,141060,123337,141060,123672,143907,155955,155955,155759,155759,122892,141060
MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,CSC,117166,117166,117166,142237,117166,117166,117166,117166,117166,125578,117166,117166,151920,151920,140115,140115,117166,117166
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS),CSM,117396,117396,138099,142650,122736,144556,117396,117396,117396,118412,146436,146436,150721,154563,155899,155899,117396,117396
PALLAVI ENGINEERING COLLEGE,CIV,117671,117671,117671,117671,117671,117671,117671,117671,117671,117671,117671,117671,154698,154698,117671,117671,117671,117671
KASIREDDY NARAYANAREDDY COLL ENGG RES,CSC,117706,117706,122031,140307,144796,144796,117706,118953,130247,130247,142188,142188,154249,156402,153649,155564,128101,128101
ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),MEC,117770,117770,117770,117770,145310,145310,117770,117770,136966,139545,117770,117770,148557,150355,156769,156769,117770,117770
TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,AIM,119103,119103,136635,144850,140882,140882,143774,143774,142598,145237,141304,141304,155470,155470,148554,151121,119103,119103
SAI SPURTI INSTITUTE OF TECHNOLOGY,EEE,120201,120201,141284,141284,120201,120201,120201,120201,120201,120201,120201,120201,150288,150288,152351,152351,120201,120201
KASIREDDY NARAYANAREDDY COLL ENGG RES,ECE,121484,121484,135795,135795,136058,136058,121484,121484,122839,122839,121484,136814,148716,148716,129873,156528,121484,121484
BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,AID,121778,121778,121778,121778,146734,146734,121778,121778,121778,121778,121778,146220,126442,126442,121778,132118,121778,121778
SPHOORTHY ENGINEERING COLLEGE,CSC,122227,122227,127689,135355,122227,125505,122227,122227,122227,122227,127391,139835,148969,155854,154738,154738,122227,122227
VAAGESHWARI COLL OF ENGINEERING,CSM,122312,122312,138018,138018,141903,141903,122312,137394,135600,135600,144162,144162,155516,155516,146570,147775,146532,146532
KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,MEC,124784,124784,124784,124784,124784,124784,124784,124784,124784,124784,124784,124784,152013,153381,124784,156399,124784,124784
SCIENT INSTITUTE OF TECHNOLOGY,CSE,125219,125219,143631,143631,143452,145221,125219,125219,125219,133853,143563,143563,156041,156041,154062,156166,125219,125219
KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,ECE,129943,129943,142129,146545,142897,146186,129943,129943,129943,134297,129943,131713,154055,154055,149806,149806,131655,131655
VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS,CIV,130310,130310,130310,130310,130310,130310,130310,130310,130310,130310,130310,131918,156673,156673,154053,156823,130310,130310
BHASKAR ENGINEERING COLLEGE,AID,130478,130478,130478,130478,130478,130478,130478,130478,139267,139267,130478,130478,130478,130478,130478,130478,130478,130478
ELLENKI COLLGE OF ENGG AND TECHNOLOGY,ECE,130832,130832,130832,130832,131464,145666,130832,130832,130832,143671,139820,139820,133893,133893,145134,145134,130832,130832
ANU BOSE INSTT OF TECHNOLOGY,ECE,134879,134879,143126,143126,146856,146856,134879,134879,134879,134879,134879,134879,134879,134879,150169,150169,134879,134879
ABDULKALAM INST OF TECHNOLOGY AND SCI,EEE,135003,135003,143804,143804,140399,148284,135003,135003,135003,151137,136168,136168,156241,156761,135003,135003,135003,135003
B V RAJU INSTITUTE OF TECHNOLOGY,MEC,136308,136308,136308,136308,136308,136308,136308,136308,136308,136308,136308,136308,155290,155399,149018,149018,136308,136308
VIGNAN INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),EIE,142882,142882,142882,145639,142882,142882,142882,142882,142882,142882,142882,142882,152998,152998,142882,142882,142882,144401
ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),EEE,144312,144312,144312,144312,146417,146417,144312,144312,144312,144312,144312,144312,144312,144312,144312,144312,144312,144312
AVANTHI INST OF ENGG AND TECHNOLOGY,ECE,146427,146427,146603,146603,146427,146427,146427,146427,146427,146427,146427,146427,152732,152732,146427,146427,146427,146427
JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI,MIN,147244,147244,147244,147244,147244,147244,147244,147244,147244,147244,147244,147244,156700,156700,147244,147244,147244,147244
T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),CIV,147798,147798,147798,147798,147798,147798,147798,147798,147798,147798,147798,147798,147798,149456,154314,154314,147798,147798
BOMMA INST OF TECHNOLOGY AND SCI,CSE,148056,148056,148056,148056,148056,149875,148056,148056,153508,153508,154604,154604,150463,150463,156456,156456,148056,148056
MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,CSE,149671,149671,149671,149671,149671,149671,149671,149671,149671,149671,149671,149671,149671,149671,152145,152145,149671,149671
GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),MEC,151544,151544,151544,151544,151544,151544,151544,151544,151544,151544,151544,151544,151544,151544,151544,151544,151544,151544
AAR MAHAVEER ENGINEERING COLLEGE,EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
AAR MAHAVEER ENGINEERING COLLEGE,MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
A C E ENGINEERING COLLEGE (AUTONOMOUS),CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156858,156858,156852,156852,156852,156852
A C E ENGINEERING COLLEGE (AUTONOMOUS),EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
A C E ENGINEERING COLLEGE (AUTONOMOUS),MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
ANNAMACHARYA INST OF TECHNOLOGY AND SCI,CSD,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
ANNAMACHARYA INST OF TECHNOLOGY AND SCI,ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
ANNAMACHARYA INST OF TECHNOLOGY AND SCI,EEE,156852,156852,156852,156864,156852,156860,156852,156852,156852,156852,156852,156852,156858,156858,156865,156865,156852,156852
ABDULKALAM INST OF TECHNOLOGY AND SCI,MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
ANURAG ENGINEERING COLLEGE AUTONOMOUS,CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
ANURAG ENGINEERING COLLEGE AUTONOMOUS,ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
ANURAG ENGINEERING COLLEGE AUTONOMOUS,EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
ANURAG ENGINEERING COLLEGE AUTONOMOUS,INF,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,CSE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
AVANTHI INST OF ENGG AND TECHNOLOGY,CSD,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
AVANTHI INST OF ENGG AND TECHNOLOGY,EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS),CSD,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS),MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,CSC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),CSM,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),CSO,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),CSW,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
BOMMA INST OF TECHNOLOGY AND SCI,ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
ANU BOSE INSTT OF TECHNOLOGY,MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
ANU BOSE INSTT OF TECHNOLOGY,MIN,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,CSD,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,CSM,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
BRILLIANT INSTT OF ENGG AND TECHNOLOGY,AID,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
BRILLIANT INSTT OF ENGG AND TECHNOLOGY,CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
BRILLIANT INSTT OF ENGG AND TECHNOLOGY,CSD,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
BRILLIANT INSTT OF ENGG AND TECHNOLOGY,CSW,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
BRILLIANT INSTT OF ENGG AND TECHNOLOGY,ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
BRILLIANT INSTT OF ENGG AND TECHNOLOGY,EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
BHASKAR ENGINEERING COLLEGE,CSM,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
BHASKAR ENGINEERING COLLEGE,ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
B V RAJU INSTITUTE OF TECHNOLOGY,PHE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
COLLEGE OF DAIRY TECHNOLOGY,DRG,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SRI CHAITANYA TECHNICAL CAMPUS,CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SRI CHAITANYA TECHNICAL CAMPUS,ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SRI CHAITANYA TECHNICAL CAMPUS,MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SREE CHAITANYA COLLEGE OF ENGINEERING,EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SREE CHAITANYA COLLEGE OF ENGINEERING,MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
DARIPALLY ANANTHA RAMULU COLLOF ENGGAND TECH,CSE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
DARIPALLY ANANTHA RAMULU COLLOF ENGGAND TECH,ECE,156852,156852,156852,156864,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,CSC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,CSD,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
D R K INSTITUTE OF SCI AND TECHNOLOGY,ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
D R K INSTITUTE OF SCI AND TECHNOLOGY,EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
D R K INSTITUTE OF SCI AND TECHNOLOGY,MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
ELLENKI COLLGE OF ENGG AND TECHNOLOGY,CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
ELLENKI COLLGE OF ENGG AND TECHNOLOGY,CSC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
ELLENKI COLLGE OF ENGG AND TECHNOLOGY,MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CSD,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CSM,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
GLOBAL INST OF ENGINEERING AND TECHNOLOGY,ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
GLOBAL INST OF ENGINEERING AND TECHNOLOGY,MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),CSC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
GANAPATHI ENGINEERING COLLGE,CSE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
GANAPATHI ENGINEERING COLLGE,ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),CSM,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
INSTITUTE OF AERONAUTICAL ENGINEERING,CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,CSC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,CSM,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),AID,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),CSC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS  (AUTONOMOUS),CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS  (AUTONOMOUS),CSD,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS  (AUTONOMOUS),CSM,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),AIM,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),CSM,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,MET,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI,CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI,CSM,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI,MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA,CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA,TEX,156852,156852,156852,156864,156852,156860,156852,156852,156852,156852,156852,156852,156858,156858,156865,156865,156852,156852
JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY,CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY,ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS),ECE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS),EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
KSHATRIYA COLLEGE OF ENGINEERING,EEE,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
KSHATRIYA COLLEGE OF ENGINEERING,MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,MEC,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,CIV,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,MIN,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
KHAMMAM INST OF TECHNOLOGY AND SCIENCE,CSD,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852
